Sl No,R2_score,RMSE,Models,Type,R2_score,RMSE,Models,Type,R2_score,RMSE,Models,Type,R2_score,RMSE,Models,Type
410,0.596386048,0.670337311,DT,Testing,0.42568336,0.801491164,DT,Testing,0.977578891,0.306102487,DT,Testing,0.996560282,0.028039583,DT,Testing
411,0.282448034,0.782344538,DT,Testing,0.459633706,0.6338687,DT,Testing,0.971628437,0.346309843,DT,Testing,0.995731879,0.028517188,DT,Testing
412,0.545888149,0.747206777,DT,Testing,0.441286018,0.703701726,DT,Testing,0.97052332,0.344976644,DT,Testing,0.994946228,0.03197755,DT,Testing
413,0.146395764,0.984977577,DT,Testing,0.499432826,0.686821935,DT,Testing,0.976071811,0.304914657,DT,Testing,0.994773447,0.031801809,DT,Testing
414,0.602477703,0.615186775,DT,Testing,0.438396164,0.692437686,DT,Testing,0.950354619,0.437711256,DT,Testing,0.996570191,0.027820489,DT,Testing
415,0.442370252,0.712125239,DT,Testing,0.520568138,0.649895697,DT,Testing,0.971284457,0.341549499,DT,Testing,0.996553177,0.026798676,DT,Testing
416,0.726629782,0.600336596,DT,Testing,0.607418786,0.57355278,DT,Testing,0.968239886,0.354584209,DT,Testing,0.996799501,0.026325055,DT,Testing
417,0.476008488,0.779847017,DT,Testing,0.641259909,0.56580363,DT,Testing,0.959347027,0.409329369,DT,Testing,0.994199962,0.036200725,DT,Testing
418,0.511398693,0.652263925,DT,Testing,0.022387512,0.989948757,DT,Testing,0.963244502,0.389695844,DT,Testing,0.995084983,0.032639699,DT,Testing
419,0.803251018,0.384559752,DT,Testing,0.548891747,0.749340731,DT,Testing,0.974568742,0.308486291,DT,Testing,0.995864913,0.030122413,DT,Testing
420,0.450824665,0.700307315,DT,Testing,0.534664581,0.615265985,DT,Testing,0.968888327,0.356073428,DT,Testing,0.995848644,0.029826118,DT,Testing
421,0.510681048,0.754716502,DSVR,Training,0.649894366,0.552546839,DSVR,Training,0.966776102,0.366289513,DSVR,Training,0.993140069,0.037753888,DSVR,Training
422,0.450203579,0.812549559,DSVR,Training,0.682939283,0.522601793,DSVR,Training,0.963847405,0.379823305,DSVR,Training,0.993549647,0.0361412,DSVR,Training
423,0.496665552,0.782415461,DSVR,Training,0.639646064,0.596858101,DSVR,Training,0.964237293,0.378843572,DSVR,Training,0.993444769,0.037694959,DSVR,Training
424,0.482035137,0.765763575,DSVR,Training,0.6538274,0.567977056,DSVR,Training,0.965714391,0.370475507,DSVR,Training,0.993652006,0.036308946,DSVR,Training
425,0.482532941,0.766795463,DSVR,Training,0.614365966,0.601107773,DSVR,Training,0.9655063,0.370742346,DSVR,Training,0.993138322,0.037685798,DSVR,Training
426,0.491845368,0.751485377,DSVR,Training,0.660030705,0.552800832,DSVR,Training,0.964340391,0.378747284,DSVR,Training,0.99367722,0.036043365,DSVR,Training
427,0.539325481,0.691179491,DSVR,Training,0.6834028,0.524166319,DSVR,Training,0.96500062,0.376401977,DSVR,Training,0.993105623,0.038268026,DSVR,Training
428,0.502312607,0.748155336,DSVR,Training,0.625697196,0.60540521,DSVR,Training,0.965303048,0.372810099,DSVR,Training,0.993940935,0.035709992,DSVR,Training
429,0.481856666,0.774281056,DSVR,Training,0.628390543,0.607941237,DSVR,Training,0.964362253,0.378826985,DSVR,Training,0.993613958,0.036943126,DSVR,Training
430,0.496367505,0.742324136,DSVR,Training,0.642614726,0.579975415,DSVR,Training,0.964423925,0.379752157,DSVR,Training,0.993231732,0.037846892,DSVR,Training
431,0.514340253,0.722239342,DSVR,Training,0.643560292,0.577969505,DSVR,Training,0.965322189,0.373367457,DSVR,Training,0.994159362,0.035161101,DSVR,Training
432,0.465049312,0.781739953,DSVR,Training,0.644904631,0.592810523,DSVR,Training,0.965457509,0.371888394,DSVR,Training,0.994141005,0.035247247,DSVR,Training
433,0.507732987,0.737058607,DSVR,Training,0.629122038,0.605132903,DSVR,Training,0.966279447,0.372388395,DSVR,Training,0.993337352,0.038022898,DSVR,Training
434,0.505497581,0.71748803,DSVR,Training,0.635309484,0.562147458,DSVR,Training,0.964016482,0.379019904,DSVR,Training,0.993479707,0.036975679,DSVR,Training
435,0.469894067,0.789378576,DSVR,Training,0.645069748,0.553748169,DSVR,Training,0.966598344,0.363673786,DSVR,Training,0.993789674,0.036126158,DSVR,Training
436,0.522389425,0.690588913,DSVR,Training,0.632864317,0.6028531,DSVR,Training,0.966635882,0.365149401,DSVR,Training,0.993588669,0.036992575,DSVR,Training
437,0.539634858,0.679837854,DSVR,Training,0.63821212,0.600292672,DSVR,Training,0.965156231,0.375754056,DSVR,Training,0.993124378,0.037933671,DSVR,Training
438,0.504805344,0.725564484,DSVR,Training,0.641458173,0.578084908,DSVR,Training,0.965624968,0.372761048,DSVR,Training,0.993351935,0.037676808,DSVR,Training
439,0.499593994,0.742254239,DSVR,Training,0.63887599,0.587773475,DSVR,Training,0.965032541,0.374244719,DSVR,Training,0.993692778,0.03677097,DSVR,Training
440,0.500257091,0.735318538,DSVR,Training,0.657864633,0.54709113,DSVR,Training,0.963730561,0.378077195,DSVR,Training,0.993077361,0.03760266,DSVR,Training
441,0.492530318,0.769735552,DSVR,Training,0.626911886,0.610498457,DSVR,Training,0.961871446,0.386690478,DSVR,Training,0.993423814,0.037771801,DSVR,Training
442,0.525655306,0.703454837,DSVR,Training,0.636482556,0.588573883,DSVR,Training,0.964845723,0.374509579,DSVR,Training,0.99379884,0.036358745,DSVR,Training
443,0.509185764,0.726100096,DSVR,Training,0.64573784,0.575404559,DSVR,Training,0.965716061,0.372176787,DSVR,Training,0.993266902,0.03813853,DSVR,Training
444,0.480567212,0.768063706,DSVR,Training,0.6394527,0.586684355,DSVR,Training,0.96564875,0.372791,DSVR,Training,0.993141851,0.037524495,DSVR,Training
445,0.487921687,0.76719925,DSVR,Training,0.6394527,0.586684355,DSVR,Training,0.963702657,0.382854028,DSVR,Training,0.993586305,0.036803272,DSVR,Training
446,0.530834987,0.689530385,DSVR,Training,0.637116774,0.59311326,DSVR,Training,0.965361842,0.3729725,DSVR,Training,0.993351251,0.0372315,DSVR,Training
447,0.495631449,0.73294293,DSVR,Training,0.639779341,0.585388577,DSVR,Training,0.964886196,0.372978387,DSVR,Training,0.993072507,0.037687031,DSVR,Training
448,0.489183366,0.770527618,DSVR,Training,0.630762769,0.580938804,DSVR,Training,0.965264961,0.370782022,DSVR,Training,0.993684786,0.036277047,DSVR,Training
449,0.46317234,0.803373306,DSVR,Training,0.649249631,0.539751146,DSVR,Training,0.96670793,0.368784788,DSVR,Training,0.993331787,0.037193221,DSVR,Training
450,0.488146481,0.768733388,DSVR,Training,0.62523878,0.605272534,DSVR,Training,0.964612682,0.374895699,DSVR,Training,0.993036359,0.038170724,DSVR,Training
451,0.496976216,0.658500081,DSVR,Testing,0.571584644,0.694060122,DSVR,Testing,0.946184238,0.457631899,DSVR,Testing,0.989689338,0.047481258,DSVR,Testing
452,0.744960995,0.439214859,DSVR,Testing,0.539009811,0.730132776,DSVR,Testing,0.95267157,0.436787107,DSVR,Testing,0.983366881,0.062199554,DSVR,Testing
453,0.5892435,0.535599605,DSVR,Testing,0.666353194,0.510299559,DSVR,Testing,0.953483701,0.429090085,DSVR,Testing,0.990623627,0.042384731,DSVR,Testing
454,0.591825739,0.626877725,DSVR,Testing,0.604129129,0.613373094,DSVR,Testing,0.952588937,0.435322727,DSVR,Testing,0.989681443,0.047532535,DSVR,Testing
455,0.56015136,0.646506219,DSVR,Testing,0.617148299,0.598416618,DSVR,Testing,0.954764288,0.428103087,DSVR,Testing,0.992304675,0.041231594,DSVR,Testing
456,0.526451376,0.696738647,DSVR,Testing,0.565189233,0.675563278,DSVR,Testing,0.95891928,0.402129436,DSVR,Testing,0.989296783,0.049105656,DSVR,Testing
457,0.425927301,0.846454469,DSVR,Testing,0.511172775,0.747425372,DSVR,Testing,0.95743535,0.405348552,DSVR,Testing,0.987492811,0.050605146,DSVR,Testing
458,0.490652636,0.70831963,DSVR,Testing,0.687718327,0.502512213,DSVR,Testing,0.944667985,0.469500442,DSVR,Testing,0.981449696,0.062504443,DSVR,Testing
459,0.567148678,0.619107801,DSVR,Testing,0.670521767,0.50112094,DSVR,Testing,0.95057001,0.440285297,DSVR,Testing,0.984032221,0.056619199,DSVR,Testing
460,0.531118416,0.71048028,DSVR,Testing,0.62239687,0.590235914,DSVR,Testing,0.954881353,0.416019251,DSVR,Testing,0.991444079,0.042091111,DSVR,Testing
461,0.473592618,0.77362033,DSVR,Testing,0.603156357,0.608133444,DSVR,Testing,0.95239909,0.433421664,DSVR,Testing,0.982567332,0.060066577,DSVR,Testing
462,0.603295135,0.608046289,DSVR,Testing,0.655581015,0.517359825,DSVR,Testing,0.954083976,0.428287306,DSVR,Testing,0.988000363,0.049697672,DSVR,Testing
463,0.439318908,0.766186919,DSVR,Testing,0.680623882,0.500273563,DSVR,Testing,0.952695119,0.415603168,DSVR,Testing,0.990182643,0.043235763,DSVR,Testing
464,0.416926112,0.848205402,DSVR,Testing,0.540868536,0.725171917,DSVR,Testing,0.95558064,0.422200945,DSVR,Testing,0.988121725,0.050292194,DSVR,Testing
465,0.653068448,0.536871782,DSVR,Testing,0.536061407,0.730789665,DSVR,Testing,0.949951793,0.454518775,DSVR,Testing,0.98791265,0.050567289,DSVR,Testing
466,0.39463971,0.908015122,DSVR,Testing,0.683030475,0.495784186,DSVR,Testing,0.952602006,0.436321711,DSVR,Testing,0.98777596,0.049649856,DSVR,Testing
467,0.416475708,0.886530727,DSVR,Testing,0.641393971,0.521267242,DSVR,Testing,0.957446839,0.404727991,DSVR,Testing,0.991281174,0.043195494,DSVR,Testing
468,0.448264491,0.803387653,DSVR,Testing,0.590321821,0.623769571,DSVR,Testing,0.951243437,0.434942533,DSVR,Testing,0.988451578,0.048205463,DSVR,Testing
469,0.512159522,0.717760067,DSVR,Testing,0.625088539,0.573134486,DSVR,Testing,0.954618231,0.425559951,DSVR,Testing,0.987763566,0.049292958,DSVR,Testing
470,0.493348882,0.751043013,DSVR,Testing,0.548901153,0.710327941,DSVR,Testing,0.957337424,0.422242404,DSVR,Testing,0.988448798,0.051383503,DSVR,Testing
471,0.577922069,0.600022723,DSVR,Testing,0.709586771,0.464690056,DSVR,Testing,0.960660882,0.407789004,DSVR,Testing,0.988001935,0.047812772,DSVR,Testing
472,0.400085741,0.858823613,DSVR,Testing,0.637502896,0.566821241,DSVR,Testing,0.954441044,0.428881481,DSVR,Testing,0.982022301,0.060312098,DSVR,Testing
473,0.498116419,0.755265344,DSVR,Testing,0.618749554,0.599401953,DSVR,Testing,0.952423782,0.429950383,DSVR,Testing,0.988367027,0.047444897,DSVR,Testing
474,0.577445054,0.634260753,DSVR,Testing,0.612778352,0.584063451,DSVR,Testing,0.952275616,0.429159233,DSVR,Testing,0.986352576,0.055495169,DSVR,Testing
475,0.570757259,0.624791181,DSVR,Testing,0.612778352,0.584063451,DSVR,Testing,0.953346867,0.42603786,DSVR,Testing,0.988267106,0.049443181,DSVR,Testing
476,0.394152083,0.893719078,DSVR,Testing,0.646785619,0.544036229,DSVR,Testing,0.954521475,0.424308323,DSVR,Testing,0.98991647,0.046726876,DSVR,Testing
477,0.47219476,0.782679823,DSVR,Testing,0.659020382,0.551619972,DSVR,Testing,0.95527739,0.429329093,DSVR,Testing,0.988548458,0.050866732,DSVR,Testing
478,0.588272124,0.598757799,DSVR,Testing,0.59568187,0.636635647,DSVR,Testing,0.956081305,0.425980122,DSVR,Testing,0.990454098,0.045487506,DSVR,Testing
479,0.712462285,0.464895123,DSVR,Testing,0.497862659,0.79058799,DSVR,Testing,0.942192139,0.465098991,DSVR,Testing,0.989328019,0.048391595,DSVR,Testing
480,0.529333175,0.648320785,DSVR,Testing,0.681562589,0.508969658,DSVR,Testing,0.954695797,0.429681971,DSVR,Testing,0.991139925,0.043573296,DSVR,Testing
481,0.816952373,0.461604336,TSVR,Training,0.803088619,0.414385888,TSVR,Training,0.984574171,0.249587855,TSVR,Training,0.998599213,0.017060347,TSVR,Training
482,0.88319644,0.374521664,TSVR,Training,0.818434445,0.395472608,TSVR,Training,0.991354237,0.18574346,TSVR,Training,0.998415356,0.017913345,TSVR,Training
483,0.810062477,0.480633991,TSVR,Training,0.777472634,0.469027353,TSVR,Training,0.984292426,0.251072582,TSVR,Training,0.998175496,0.019886653,TSVR,Training
484,0.90210278,0.332912218,TSVR,Training,0.800378319,0.431308783,TSVR,Training,0.981527158,0.271938328,TSVR,Training,0.997048748,0.024757028,TSVR,Training
485,0.854299935,0.406881602,TSVR,Training,0.822880683,0.407378055,TSVR,Training,0.981402237,0.272227919,TSVR,Training,0.998268298,0.018932112,TSVR,Training
486,0.82358911,0.442777236,TSVR,Training,0.823046573,0.398821287,TSVR,Training,0.987460054,0.224599649,TSVR,Training,0.99846695,0.017747999,TSVR,Training
487,0.771953003,0.486301856,TSVR,Training,0.830262655,0.383799389,TSVR,Training,0.989613092,0.2050524,TSVR,Training,0.995601677,0.030565543,TSVR,Training
488,0.884307595,0.360716395,TSVR,Training,0.772355454,0.472131785,TSVR,Training,0.985225846,0.243272666,TSVR,Training,0.998915124,0.015110437,TSVR,Training
489,0.852963831,0.41246373,TSVR,Training,0.785366475,0.462026625,TSVR,Training,0.991346146,0.186676894,TSVR,Training,0.997373359,0.023692895,TSVR,Training
490,0.859882647,0.391545893,TSVR,Training,0.763386558,0.471911938,TSVR,Training,0.981302136,0.275306988,TSVR,Training,0.9984524,0.018097594,TSVR,Training
491,0.796873555,0.467087581,TSVR,Training,0.77356078,0.460667644,TSVR,Training,0.991845736,0.181051865,TSVR,Training,0.999435515,0.010930962,TSVR,Training
492,0.824967398,0.447162018,TSVR,Training,0.745982197,0.501389781,TSVR,Training,0.983701358,0.255453296,TSVR,Training,0.998271387,0.019145315,TSVR,Training
493,0.794659706,0.476034846,TSVR,Training,0.755626046,0.491204924,TSVR,Training,0.984559451,0.251988175,TSVR,Training,0.998495328,0.018069358,TSVR,Training
494,0.830418923,0.420164296,TSVR,Training,0.80284088,0.413329548,TSVR,Training,0.991782673,0.181123783,TSVR,Training,0.996633723,0.026567918,TSVR,Training
495,0.881352962,0.373449991,TSVR,Training,0.735702598,0.477845214,TSVR,Training,0.985433079,0.240166201,TSVR,Training,0.996890263,0.02556386,TSVR,Training
496,0.828056318,0.414358017,TSVR,Training,0.768553363,0.478656143,TSVR,Training,0.985036383,0.244539524,TSVR,Training,0.997940323,0.020967179,TSVR,Training
497,0.857207239,0.3786232,TSVR,Training,0.777639986,0.470613499,TSVR,Training,0.983331941,0.259886444,TSVR,Training,0.997773124,0.021588223,TSVR,Training
498,0.809222404,0.450351618,TSVR,Training,0.792451259,0.439826881,TSVR,Training,0.991855798,0.181440084,TSVR,Training,0.999227212,0.012845668,TSVR,Training
499,0.83693762,0.423709614,TSVR,Training,0.776549238,0.462351979,TSVR,Training,0.988828742,0.211531321,TSVR,Training,0.996782924,0.02626133,TSVR,Training
500,0.881751724,0.357684075,TSVR,Training,0.835604119,0.379233028,TSVR,Training,0.989996789,0.198554525,TSVR,Training,0.998177239,0.019295127,TSVR,Training
501,0.852640668,0.414787172,TSVR,Training,0.776049496,0.472993188,TSVR,Training,0.9825793,0.261379255,TSVR,Training,0.9964357,0.027807871,TSVR,Training
502,0.848348403,0.397752293,TSVR,Training,0.720873236,0.515749837,TSVR,Training,0.982156707,0.26681568,TSVR,Training,0.998534971,0.017672398,TSVR,Training
503,0.849015787,0.402720455,TSVR,Training,0.787433371,0.44571624,TSVR,Training,0.983027519,0.261864479,TSVR,Training,0.997893891,0.021330299,TSVR,Training
504,0.858200501,0.401300695,TSVR,Training,0.813876906,0.42361132,TSVR,Training,0.991934394,0.180639467,TSVR,Training,0.997730945,0.021584096,TSVR,Training
505,0.856354153,0.406337136,TSVR,Training,0.808045302,0.428077849,TSVR,Training,0.975747976,0.312946283,TSVR,Training,0.997961785,0.020747094,TSVR,Training
506,0.802687686,0.447164887,TSVR,Training,0.765752548,0.476531511,TSVR,Training,0.990883148,0.191347094,TSVR,Training,0.998970339,0.01465169,TSVR,Training
507,0.845382974,0.405811938,TSVR,Training,0.771799886,0.465926984,TSVR,Training,0.984043883,0.251424929,TSVR,Training,0.99688117,0.025287143,TSVR,Training
508,0.894448667,0.350257589,TSVR,Training,0.793826659,0.434104111,TSVR,Training,0.983320423,0.256937382,TSVR,Training,0.999018233,0.014303495,TSVR,Training
509,0.823040496,0.461250554,TSVR,Training,0.838498882,0.366253911,TSVR,Training,0.983751196,0.25764,TSVR,Training,0.99870265,0.016405434,TSVR,Training
510,0.811653982,0.466316861,TSVR,Training,0.774696866,0.469307248,TSVR,Training,0.990799874,0.191154052,TSVR,Training,0.998122496,0.019819954,TSVR,Training
511,0.593995514,0.591598397,TSVR,Testing,0.660873104,0.617512417,TSVR,Testing,0.957747443,0.405497368,TSVR,Testing,0.995261429,0.032188643,TSVR,Testing
512,0.802449534,0.386556296,TSVR,Testing,0.646196392,0.639642234,TSVR,Testing,0.962163314,0.390539808,TSVR,Testing,0.980302567,0.067686997,TSVR,Testing
513,0.750408149,0.417506486,TSVR,Testing,0.701138227,0.482966371,TSVR,Testing,0.965825996,0.367784848,TSVR,Testing,0.993563488,0.03511699,TSVR,Testing
514,0.711996489,0.526573406,TSVR,Testing,0.688958868,0.543696904,TSVR,Testing,0.96652154,0.365808869,TSVR,Testing,0.991692607,0.042649494,TSVR,Testing
515,0.703811893,0.53052382,TSVR,Testing,0.686677303,0.541357656,TSVR,Testing,0.96619307,0.370092698,TSVR,Testing,0.996281514,0.028661553,TSVR,Testing
516,0.698741726,0.555721377,TSVR,Testing,0.620168504,0.631409885,TSVR,Testing,0.969202095,0.348182892,TSVR,Testing,0.984219915,0.059625086,TSVR,Testing
517,0.606231416,0.701036592,TSVR,Testing,0.603260044,0.673353488,TSVR,Testing,0.962862719,0.378624877,TSVR,Testing,0.981243739,0.061970922,TSVR,Testing
518,0.663770072,0.57549351,TSVR,Testing,0.740544078,0.458041856,TSVR,Testing,0.959009025,0.404102826,TSVR,Testing,0.984796825,0.056585156,TSVR,Testing
519,0.749324465,0.471143146,TSVR,Testing,0.707568373,0.472107997,TSVR,Testing,0.964444438,0.373415802,TSVR,Testing,0.989108567,0.04676102,TSVR,Testing
520,0.71436049,0.554535789,TSVR,Testing,0.701607426,0.524688862,TSVR,Testing,0.965829998,0.362041118,TSVR,Testing,0.995222375,0.031453069,TSVR,Testing
521,0.673178297,0.609568243,TSVR,Testing,0.693664784,0.53430303,TSVR,Testing,0.957226617,0.410856146,TSVR,Testing,0.974258247,0.072991118,TSVR,Testing
522,0.713940676,0.516334249,TSVR,Testing,0.715439935,0.470257939,TSVR,Testing,0.966721809,0.364613651,TSVR,Testing,0.99183515,0.040994548,TSVR,Testing
523,0.731784088,0.52993066,TSVR,Testing,0.727364357,0.462218848,TSVR,Testing,0.964741589,0.358803967,TSVR,Testing,0.995150188,0.030388432,TSVR,Testing
524,0.690606722,0.617866536,TSVR,Testing,0.649449411,0.633647609,TSVR,Testing,0.958490066,0.408139918,TSVR,Testing,0.979991123,0.065273253,TSVR,Testing
525,0.657672727,0.533297354,TSVR,Testing,0.610046633,0.669990251,TSVR,Testing,0.961853062,0.396814386,TSVR,Testing,0.982912849,0.060122764,TSVR,Testing
526,0.650959147,0.689484087,TSVR,Testing,0.72674425,0.460329248,TSVR,Testing,0.962791476,0.386587727,TSVR,Testing,0.991894523,0.040429642,TSVR,Testing
527,0.625415532,0.710295733,TSVR,Testing,0.689638133,0.484937554,TSVR,Testing,0.97025975,0.338352691,TSVR,Testing,0.994511945,0.034270359,TSVR,Testing
528,0.688185933,0.603959111,TSVR,Testing,0.677797313,0.553181118,TSVR,Testing,0.959038447,0.398660811,TSVR,Testing,0.984993603,0.054950692,TSVR,Testing
529,0.756160709,0.507448788,TSVR,Testing,0.719711106,0.495558726,TSVR,Testing,0.965146719,0.372942498,TSVR,Testing,0.991637309,0.040750267,TSVR,Testing
530,0.690020882,0.5874576,TSVR,Testing,0.644885196,0.630242126,TSVR,Testing,0.970275396,0.352449057,TSVR,Testing,0.98134744,0.065294912,TSVR,Testing
531,0.675915632,0.525775588,TSVR,Testing,0.75752058,0.424612352,TSVR,Testing,0.972143189,0.34315387,TSVR,Testing,0.990634516,0.042242871,TSVR,Testing
532,0.664671508,0.642088087,TSVR,Testing,0.697980547,0.517381987,TSVR,Testing,0.968280466,0.357860537,TSVR,Testing,0.990450347,0.043957317,TSVR,Testing
533,0.761802093,0.520315824,TSVR,Testing,0.677134824,0.551599134,TSVR,Testing,0.968093531,0.352097347,TSVR,Testing,0.9931924,0.036294529,TSVR,Testing
534,0.682873879,0.549467806,TSVR,Testing,0.672618306,0.528679973,TSVR,Testing,0.958958559,0.397978486,TSVR,Testing,0.98950461,0.048666389,TSVR,Testing
535,0.676766602,0.542177542,TSVR,Testing,0.654390929,0.551788673,TSVR,Testing,0.964318386,0.372589005,TSVR,Testing,0.992227548,0.040242305,TSVR,Testing
536,0.580945224,0.743283713,TSVR,Testing,0.716280672,0.487588096,TSVR,Testing,0.964708682,0.373776766,TSVR,Testing,0.9890635,0.048663085,TSVR,Testing
537,0.639591333,0.646762606,TSVR,Testing,0.692076021,0.524200617,TSVR,Testing,0.966729781,0.370300741,TSVR,Testing,0.991135253,0.044754328,TSVR,Testing
538,0.753285213,0.463493488,TSVR,Testing,0.646937501,0.594915302,TSVR,Testing,0.968245759,0.362214216,TSVR,Testing,0.99390135,0.036358042,TSVR,Testing
539,0.773808962,0.412330327,TSVR,Testing,0.600734272,0.704968918,TSVR,Testing,0.958728283,0.392987031,TSVR,Testing,0.99278177,0.03979814,TSVR,Testing
540,0.716589641,0.503084586,TSVR,Testing,0.736459872,0.463023707,TSVR,Testing,0.963330726,0.386570793,TSVR,Testing,0.988808235,0.048972357,TSVR,Testing
541,0.264618523,0.925218207,LR,Training,0.477179735,0.675220711,LR,Training,0.874370302,0.71227114,LR,Training,0.947649232,0.104294965,LR,Training
542,0.24584216,0.951656087,LR,Training,0.491154131,0.66205307,LR,Training,0.867594273,0.726884243,LR,Training,0.949378889,0.101245722,LR,Training
543,0.256782094,0.950751849,LR,Training,0.460786096,0.730107817,LR,Training,0.874611586,0.709371005,LR,Training,0.947306455,0.106872998,LR,Training
544,0.243382621,0.925513399,LR,Training,0.473046291,0.70076222,LR,Training,0.873459535,0.711734928,LR,Training,0.94649393,0.105413663,LR,Training
545,0.251113657,0.922457011,LR,Training,0.467041878,0.706661138,LR,Training,0.870295687,0.718918257,LR,Training,0.945234853,0.106466919,LR,Training
546,0.259107889,0.907402717,LR,Training,0.474116926,0.687532825,LR,Training,0.871330183,0.719448278,LR,Training,0.94608369,0.105252248,LR,Training
547,0.288312242,0.859089667,LR,Training,0.502762429,0.656897403,LR,Training,0.871169774,0.722155306,LR,Training,0.948812678,0.104272495,LR,Training
548,0.266656331,0.908170167,LR,Training,0.462609539,0.725403406,LR,Training,0.874272092,0.709672291,LR,Training,0.946984921,0.105629852,LR,Training
549,0.254389367,0.928816073,LR,Training,0.464939625,0.729490464,LR,Training,0.875865651,0.707020118,LR,Training,0.949771519,0.103607876,LR,Training
550,0.25224186,0.904518147,LR,Training,0.464246636,0.710106864,LR,Training,0.873243892,0.716812681,LR,Training,0.943789985,0.109068236,LR,Training
551,0.258183317,0.892613364,LR,Training,0.474474712,0.701792454,LR,Training,0.871738168,0.7180577,LR,Training,0.949218063,0.103678081,LR,Training
552,0.24903558,0.926222045,LR,Training,0.473472924,0.721861292,LR,Training,0.872688382,0.713953317,LR,Training,0.946848066,0.106163002,LR,Training
553,0.265550804,0.900290225,LR,Training,0.461713488,0.729024296,LR,Training,0.87189356,0.725828933,LR,Training,0.947975507,0.106249212,LR,Training
554,0.267584972,0.873190643,LR,Training,0.478909961,0.671961518,LR,Training,0.875627077,0.704649463,LR,Training,0.949437576,0.102966639,LR,Training
555,0.257229912,0.934396506,LR,Training,0.473259311,0.674588958,LR,Training,0.873313899,0.708259622,LR,Training,0.946949797,0.105586426,LR,Training
556,0.274751109,0.85099336,LR,Training,0.457341706,0.732928185,LR,Training,0.870431211,0.719583123,LR,Training,0.946378645,0.106981669,LR,Training
557,0.279166976,0.850690267,LR,Training,0.475831088,0.722556254,LR,Training,0.876213058,0.708236873,LR,Training,0.948950347,0.103363042,LR,Training
558,0.27323369,0.878993037,LR,Training,0.473035489,0.700829544,LR,Training,0.877300174,0.704256629,LR,Training,0.945984111,0.107395784,LR,Training
559,0.261073414,0.901969965,LR,Training,0.478190241,0.706541865,LR,Training,0.870973956,0.71888982,LR,Training,0.949433838,0.104115651,LR,Training
560,0.266975735,0.890556279,LR,Training,0.478225361,0.675619493,LR,Training,0.86956129,0.716990355,LR,Training,0.945323036,0.105678083,LR,Training
561,0.26569994,0.9259196,LR,Training,0.45864303,0.735395098,LR,Training,0.87050164,0.712640412,LR,Training,0.949472297,0.104699696,LR,Training
562,0.264900638,0.875713853,LR,Training,0.470038802,0.710657585,LR,Training,0.87329271,0.711008264,LR,Training,0.953828823,0.099210557,LR,Training
563,0.275227525,0.882345682,LR,Training,0.471685064,0.702679624,LR,Training,0.876092678,0.707542306,LR,Training,0.949952752,0.103979227,LR,Training
564,0.236521972,0.931173987,LR,Training,0.47045331,0.714528498,LR,Training,0.8730763,0.716581357,LR,Training,0.944903753,0.106358551,LR,Training
565,0.247389976,0.930090005,LR,Training,0.476167855,0.707162881,LR,Training,0.875914551,0.707874442,LR,Training,0.950723728,0.10201199,LR,Training
566,0.282196811,0.852890528,LR,Training,0.471393166,0.715847601,LR,Training,0.87033785,0.721615789,LR,Training,0.946421538,0.105690434,LR,Training
567,0.256104442,0.890127346,LR,Training,0.467052575,0.712036275,LR,Training,0.873093675,0.709065511,LR,Training,0.946841755,0.104397285,LR,Training
568,0.247060557,0.935482609,LR,Training,0.467268939,0.697801105,LR,Training,0.870300711,0.716479172,LR,Training,0.949372959,0.102713887,LR,Training
569,0.240247858,0.955731547,LR,Training,0.488959658,0.651511517,LR,Training,0.875006025,0.714573878,LR,Training,0.948283353,0.103579605,LR,Training
570,0.25568899,0.927000821,LR,Training,0.467746936,0.721327901,LR,Training,0.870898262,0.716065377,LR,Training,0.947442798,0.104864463,LR,Training
571,0.241711214,0.808497887,LR,Testing,0.44111029,0.792734272,LR,Testing,0.865360039,0.723849921,LR,Testing,0.946032807,0.10862852,LR,Testing
572,0.32576819,0.714131748,LR,Testing,0.414772026,0.822656515,LR,Testing,0.885585429,0.679124551,LR,Testing,0.94116658,0.116980231,LR,Testing
573,0.269510376,0.714257898,LR,Testing,0.497667046,0.626148784,LR,Testing,0.864669473,0.731886589,LR,Testing,0.94694817,0.100818953,LR,Testing
574,0.328535575,0.804028669,LR,Testing,0.455769326,0.719183071,LR,Testing,0.868544633,0.724870887,LR,Testing,0.94927483,0.105388506,LR,Testing
575,0.301752262,0.814565194,LR,Testing,0.472757192,0.702253135,LR,Testing,0.877755611,0.703756005,LR,Testing,0.952953206,0.101948692,LR,Testing
576,0.271548138,0.864147822,LR,Testing,0.454676545,0.756559307,LR,Testing,0.874937143,0.701634625,LR,Testing,0.950204001,0.105918439,LR,Testing
577,0.195209274,1.002216705,LR,Testing,0.388213296,0.836161487,LR,Testing,0.875259702,0.693916926,LR,Testing,0.941814068,0.10915002,LR,Testing
578,0.240920085,0.864701071,LR,Testing,0.483066096,0.646533274,LR,Testing,0.865814962,0.731138758,LR,Testing,0.948184652,0.104463504,LR,Testing
579,0.289898294,0.792970772,LR,Testing,0.480412507,0.629301158,LR,Testing,0.860385031,0.739954324,LR,Testing,0.939047957,0.110620496,LR,Testing
